"gene_id","species","expression_id","id_type","source_info","gene_name","hog_id","og_id"
"KLLA0C02189g","kl","KLLA0C02189g","KLLA0","original","","N1.HOG0001186","OG0000947"
"KLLA0C02211g","kl","KLLA0C02211g","KLLA0","original","","N1.HOG0003807","OG0003568"
"KLLA0C02233g","kl","KLLA0C02233g","KLLA0","original","","N1.HOG0000492","OG0000289"
"KLLA0C02255g","kl","KLLA0C02255g","KLLA0","original","TOF1","N1.HOG0003190","OG0002950"
"KLLA0C02277g","kl","KLLA0C02277g","KLLA0","original","","N1.HOG0004249","OG0004013"
"KLLA0C02299g","kl","KLLA0C02299g","KLLA0","original","SEC2","N1.HOG0002961","OG0002721"
"KLLA0C02321g","kl","KLLA0C02321g","KLLA0","original","BNI1","N1.HOG0000369","OG0000209"
"KLLA0C02343g","kl","KLLA0C02343g","KLLA0","original","ALP1","N1.HOG0000132","OG0000074"
"KLLA0C02365g","kl","KLLA0C02365g","KLLA0","original","LYP1","N1.HOG0000132","OG0000074"
"KLLA0C02387g","kl","KLLA0C02387g","KLLA0","original","PIK1","N1.HOG0001352","OG0001112"
"KLLA0C02409g","kl","KLLA0C02409g","KLLA0","original","","N1.HOG0002673","OG0002433"
"KLLA0C02431g","kl","KLLA0C02431g","KLLA0","original","IST1","N1.HOG0001492","OG0001252"
"KLLA0C02453g","kl","KLLA0C02453g","KLLA0","original","","N1.HOG0002590","OG0002350"
"KLLA0C02475g","kl","KLLA0C02475g","KLLA0","original","","N1.HOG0001376","OG0001136"
"KLLA0C02497g","kl","KLLA0C02497g","KLLA0","original","","N1.HOG0004226","OG0003988"
"KLLA0C02519g","kl","KLLA0C02519g","KLLA0","original","PDR17","N1.HOG0000474","OG0000277"
"KLLA0C02541g","kl","KLLA0C02541g","KLLA0","original","","N1.HOG0004591","OG0004355"
"KLLA0C02563g","kl","KLLA0C02563g","KLLA0","original","YIF1","N1.HOG0003477","OG0003235"
"KLLA0C02585g","kl","KLLA0C02585g","KLLA0","original","POL2","N1.HOG0001743","OG0001503"
"KLLA0C02607g","kl","KLLA0C02607g","KLLA0","original","ORC5","N1.HOG0003991","OG0003752"
"KLLA0C02629g","kl","KLLA0C02629g","KLLA0","original","LIN1","N1.HOG0002760","OG0002520"
"KLLA0C02651g","kl","KLLA0C02651g","KLLA0","original","LTO1","N1.HOG0002571","OG0002331"
"KLLA0C02673g","kl","KLLA0C02673g","KLLA0","original","ATX1","N1.HOG0003910","OG0003671"
"KLLA0C02695g","kl","KLLA0C02695g","KLLA0","original","DSL1","N1.HOG0003248","OG0003008"
"KLLA0C02717g","kl","KLLA0C02717g","KLLA0","original","YSP1","N1.HOG0000696","OG0000466"
"KLLA0C02739g","kl","KLLA0C02739g","KLLA0","original","","N1.HOG0003010","OG0002770"
"KLLA0C02761g","kl","KLLA0C02761g","KLLA0","original","","N1.HOG0001039","OG0000802"
"KLLA0C02783g","kl","KLLA0C02783g","KLLA0","original","FOL1","N1.HOG0002399","OG0002159"
"KLLA0C02805g","kl","KLLA0C02805g","KLLA0","original","GIS2","N1.HOG0003871","OG0003632"
"KLLA0C02827g","kl","KLLA0C02827g","KLLA0","original","RTC4","N1.HOG0001215","OG0000976"
"KLLA0C02849g","kl","KLLA0C02849g","KLLA0","original","TEX1","N1.HOG0001751","OG0001511"
"KLLA0C02871g","kl","KLLA0C02871g","KLLA0","original","MRPL17","N1.HOG0001348","OG0001108"
"KLLA0C02893g","kl","KLLA0C02893g","KLLA0","original","NRD1","N1.HOG0001330","OG0001089"
"KLLA0C02915g","kl","KLLA0C02915g","KLLA0","original","RAD50","N1.HOG0003687","OG0003445"
"KLLA0C02937g","kl","KLLA0C02937g","KLLA0","original","","N1.HOG0000464","OG0000270"
"KLLA0C02959g","kl","KLLA0C02959g","KLLA0","original","RPA49","N1.HOG0001660","OG0001420"
"KLLA0C02981g","kl","KLLA0C02981g","KLLA0","original","JJJ3","N1.HOG0003809","OG0003570"
"KLLA0C03003g","kl","KLLA0C03003g","KLLA0","original","YJR098C","N1.HOG0004087","OG0003848"
"KLLA0C03025g","kl","KLLA0C03025g","KLLA0","original","YNL247W","N1.HOG0001729","OG0001489"
"KLLA0C03047g","kl","KLLA0C03047g","KLLA0","original","VPS75","N1.HOG0003772","OG0003533"
"KLLA0C03069g","kl","KLLA0C03069g","KLLA0","original","CWC25","N1.HOG0002708","OG0002468"
"KLLA0C03091g","kl","KLLA0C03091g","KLLA0","original","SUI1","N1.HOG0003046","OG0002806"
"KLLA0C03113g","kl","KLLA0C03113g","KLLA0","original","SLA2","N1.HOG0000980","OG0000743"
"KLLA0C03135g","kl","KLLA0C03135g","KLLA0","original","","N1.HOG0001269","OG0001028"
"KLLA0C03157g","kl","KLLA0C03157g","KLLA0","original","","N1.HOG0005567","OG0005391"
"KLLA0C03179g","kl","KLLA0C03179g","KLLA0","original","LAA1","N1.HOG0001519","OG0001279"
"KLLA0C03201g","kl","KLLA0C03201g","KLLA0","original","YJL206C","N1.HOG0000475","OG0000278"
"KLLA0C03256g","kl","KLLA0C03256g","KLLA0","original","","N1.HOG0006030","OG0005894"
"KLLA0C03278g","kl","KLLA0C03278g","KLLA0","original","","N1.HOG0004260","OG0004023"
"KLLA0C03300g","kl","KLLA0C03300g","KLLA0","original","RCY1","N1.HOG0002279","OG0002039"
"KLLA0C03322g","kl","KLLA0C03322g","KLLA0","original","PRP21","N1.HOG0001667","OG0001427"
"KLLA0C03388g","kl","KLLA0C03388g","KLLA0","original","ECM25","N1.HOG0002303","OG0002063"
"KLLA0C03410g","kl","KLLA0C03410g","KLLA0","original","","N1.HOG0001340","OG0001099"
"KLLA0C03432g","kl","KLLA0C03432g","KLLA0","original","ACO2","N1.HOG0001680","OG0001440"
"KLLA0C03454g","kl","KLLA0C03454g","KLLA0","original","","N1.HOG0000250","OG0000144"
"KLLA0C03476g","kl","KLLA0C03476g","KLLA0","original","","N1.HOG0002016","OG0001776"
"KLLA0C03498g","kl","KLLA0C03498g","KLLA0","original","RBK1","N1.HOG0002877","OG0002637"
"KLLA0C03520g","kl","KLLA0C03520g","KLLA0","original","RRP43","N1.HOG0002558","OG0002318"
"KLLA0C03542g","kl","KLLA0C03542g","KLLA0","original","ELO2","N1.HOG0000189","OG0000107"
"KLLA0C03564g","kl","KLLA0C03564g","KLLA0","original","SNT1","N1.HOG0002493","OG0002253"
"KLLA0C03586g","kl","KLLA0C03586g","KLLA0","original","CDC6","N1.HOG0001554","OG0001314"
"KLLA0C03608g","kl","KLLA0C03608g","KLLA0","original","VPS60","N1.HOG0001692","OG0001452"
"KLLA0C03630g","kl","KLLA0C03630g","KLLA0","original","COQ3","N1.HOG0003328","OG0003088"
"KLLA0C03652g","kl","KLLA0C03652g","KLLA0","original","VPS72","N1.HOG0002504","OG0002264"
"KLLA0C03674g","kl","KLLA0C03674g","KLLA0","original","HMI1","N1.HOG0003917","OG0003678"
"KLLA0C03696g","kl","KLLA0C03696g","KLLA0","original","VPS52","N1.HOG0003612","OG0003370"
"KLLA0C03718g","kl","KLLA0C03718g","KLLA0","original","RFC4","N1.HOG0002205","OG0001965"
"KLLA0C03740g","kl","KLLA0C03740g","KLLA0","original","TRM10","N1.HOG0001495","OG0001255"
"KLLA0C03762g","kl","KLLA0C03762g","KLLA0","original","RTC2","N1.HOG0000729","OG0000500"
"KLLA0C03784g","kl","KLLA0C03784g","KLLA0","original","SPO21","N1.HOG0004847","OG0004615"
"KLLA0C03806g","kl","KLLA0C03806g","KLLA0","original","CRT10","N1.HOG0002529","OG0002289"
"KLLA0C03828g","kl","KLLA0C03828g","KLLA0","original","MPS1","N1.HOG0003185","OG0002945"
"KLLA0C03850g","kl","KLLA0C03850g","KLLA0","original","ARP2","N1.HOG0001540","OG0001300"
"KLLA0C03872g","kl","KLLA0C03872g","KLLA0","original","YDL027C","N1.HOG0004854","OG0004622"
"KLLA0C03894g","kl","KLLA0C03894g","KLLA0","original","APM4","N1.HOG0002593","OG0002353"
"KLLA0C03916g","kl","KLLA0C03916g","KLLA0","original","PRS5","N1.HOG0002948","OG0002708"
"KLLA0C03938g","kl","KLLA0C03938g","KLLA0","original","RTK1","N1.HOG0000210","OG0000121"
"KLLA0C03960g","kl","KLLA0C03960g","KLLA0","original","MAM3","N1.HOG0003344","OG0003104"
"KLLA0C04004g","kl","KLLA0C04004g","KLLA0","original","GPD1","N1.HOG0000467","OG0000272"
"KLLA0C04037g","kl","KLLA0C04037g","KLLA0","original","ARG1","N1.HOG0003868","OG0003629"
"KLLA0C04059g","kl","KLLA0C04059g","KLLA0","original","YOL057W","N1.HOG0001949","OG0001709"
"KLLA0C04081g","kl","KLLA0C04081g","KLLA0","original","GPM2","N1.HOG0004344","OG0004107"
"KLLA0C04103g","kl","KLLA0C04103g","KLLA0","original","RPN4","N1.HOG0000765","OG0000534"
"KLLA0C04125g","kl","KLLA0C04125g","KLLA0","original","","N1.HOG0006031","OG0005895"
"KLLA0C04147g","kl","KLLA0C04147g","KLLA0","original","OSH2","N1.HOG0000678","OG0000450"
"KLLA0C04169g","kl","KLLA0C04169g","KLLA0","original","YAT1","N1.HOG0000968","OG0000732"
"KLLA0C04191g","kl","KLLA0C04191g","KLLA0","original","CDC15","N1.HOG0001835","OG0001595"
"KLLA0C04213g","kl","KLLA0C04213g","KLLA0","original","KIN3","N1.HOG0001994","OG0001754"
"KLLA0C04235g","kl","KLLA0C04235g","KLLA0","original","ADE1","N1.HOG0002299","OG0002059"
"KLLA0C04257g","kl","KLLA0C04257g","KLLA0","original","BUD14","N1.HOG0001480","OG0001240"
"KLLA0C04279g","kl","KLLA0C04279g","KLLA0","original","KAP104","N1.HOG0003421","OG0003181"
"KLLA0C04301g","kl","KLLA0C04301g","KLLA0","original","","N1.HOG0004167","OG0003930"
"KLLA0C04323g","kl","KLLA0C04323g","KLLA0","original","ERP3","N1.HOG0000458","OG0000265"
"KLLA0C04345g","kl","KLLA0C04345g","KLLA0","original","CDC7","N1.HOG0002547","OG0002307"
"KLLA0C04367g","kl","KLLA0C04367g","KLLA0","original","TSC13","N1.HOG0001220","OG0000981"
"KLLA0C04389g","kl","KLLA0C04389g","KLLA0","original","NOP1","N1.HOG0001025","OG0000788"
"KLLA0C04411g","kl","KLLA0C04411g","KLLA0","original","SLX5","N1.HOG0002192","OG0001952"
"KLLA0C04433g","kl","KLLA0C04433g","KLLA0","original","","N1.HOG0004407","OG0004171"
"KLLA0C04455g","kl","KLLA0C04455g","KLLA0","original","","N1.HOG0001584","OG0001344"
"KLLA0C04477g","kl","KLLA0C04477g","KLLA0","original","YOL075C","N1.HOG0000922","OG0000687"
"KLLA0C04510g","kl","KLLA0C04510g","KLLA0","original","PAC10","N1.HOG0003671","OG0003429"
"KLLA0C04532g","kl","KLLA0C04532g","KLLA0","original","","N1.HOG0002724","OG0002484"
"KLLA0C04554g","kl","KLLA0C04554g","KLLA0","original","PEX8","N1.HOG0002091","OG0001851"
"KLLA0C04576g","kl","KLLA0C04576g","KLLA0","original","DBP9","N1.HOG0002251","OG0002011"
"KLLA0C04598g","kl","KLLA0C04598g","KLLA0","original","YSH1","N1.HOG0003619","OG0003377"
"KLLA0C04620g","kl","KLLA0C04620g","KLLA0","original","","N1.HOG0004215","OG0003977"
"KLLA0C04642g","kl","KLLA0C04642g","KLLA0","original","YLR281C","N1.HOG0001628","OG0001388"
"KLLA0C04664g","kl","KLLA0C04664g","KLLA0","original","YLR283W","N1.HOG0003422","OG0003182"
"KLLA0C04686g","kl","KLLA0C04686g","KLLA0","original","ECI1","N1.HOG0000608","OG0000388"
"KLLA0C04708g","kl","KLLA0C04708g","KLLA0","original","NNT1","N1.HOG0003204","OG0002964"
"KLLA0C04730g","kl","KLLA0C04730g","KLLA0","original","CTS1","N1.HOG0000402","OG0000228"
"KLLA0C04752g","kl","KLLA0C04752g","KLLA0","original","",NA,NA
"KLLA0C04774g","kl","KLLA0C04774g","KLLA0","original","LAS17","N1.HOG0002196","OG0001956"
"KLLA0C04796g","kl","KLLA0C04796g","KLLA0","original","YLR287C","N1.HOG0002456","OG0002216"
"KLLA0C04809g","kl","KLLA0C04809g","KLLA0","original","","N1.HOG0003829","OG0003590"
"KLLA0C04818g","kl","KLLA0C04818g","KLLA0","original","SER1","N1.HOG0002080","OG0001840"
"KLLA0C04840g","kl","KLLA0C04840g","KLLA0","original","MEC3","N1.HOG0003927","OG0003688"
"KLLA0C04862g","kl","KLLA0C04862g","KLLA0","original","GUF1","N1.HOG0003031","OG0002791"
"KLLA0C04884g","kl","KLLA0C04884g","KLLA0","original","PET18","N1.HOG0003909","OG0003670"
"KLLA0C04906g","kl","KLLA0C04906g","KLLA0","original","","N1.HOG0000005","OG0000004"
"KLLA0C04928g","kl","KLLA0C04928g","KLLA0","original","","N1.HOG0004722","OG0004486"
"KLLA0C04950g","kl","KLLA0C04950g","KLLA0","original","",NA,NA
"KLLA0C04994g","kl","KLLA0C04994g","KLLA0","original","","N1.HOG0004722","OG0004486"
"KLLA0C05016g","kl","KLLA0C05016g","KLLA0","original","","N1.HOG0005557","OG0005380"
"KLLA0C05060g","kl","KLLA0C05060g","KLLA0","original","RIM9","N1.HOG0000243","OG0000140"
"KLLA0C05082g","kl","KLLA0C05082g","KLLA0","original","","N1.HOG0001058","OG0000820"
"KLLA0C05104g","kl","KLLA0C05104g","KLLA0","original","SEC72","N1.HOG0001771","OG0001531"
"KLLA0C05126g","kl","KLLA0C05126g","KLLA0","original","GSP1","N1.HOG0000958","OG0000722"
"KLLA0C05148g","kl","KLLA0C05148g","KLLA0","original","","N1.HOG0005558","OG0005381"
"KLLA0C05170g","kl","KLLA0C05170g","KLLA0","original","ATP14","N1.HOG0001211","OG0000972"
"KLLA0C05192g","kl","KLLA0C05192g","KLLA0","original","YHC1","N1.HOG0001217","OG0000978"
"KLLA0C05214g","kl","KLLA0C05214g","KLLA0","original","TUF1","N1.HOG0001202","OG0000963"
"KLLA0C05236g","kl","KLLA0C05236g","KLLA0","original","ECM38","N1.HOG0000295","OG0000168"
"KLLA0C05258g","kl","KLLA0C05258g","KLLA0","original","MSB1","N1.HOG0000294","OG0000168"
"KLLA0C05302g","kl","KLLA0C05302g","KLLA0","original","IES4",NA,NA
"KLLA0C05324g","kl","KLLA0C05324g","KLLA0","original","EXG1","N1.HOG0000520","OG0000310"
"KLLA0C05346g","kl","KLLA0C05346g","KLLA0","original","WWM1","N1.HOG0002775","OG0002535"
"KLLA0C05368g","kl","KLLA0C05368g","KLLA0","original","ULS1","N1.HOG0001520","OG0001280"
"KLLA0C05390g","kl","KLLA0C05390g","KLLA0","original","HRI1","N1.HOG0004645","OG0004409"
"KLLA0C05412g","kl","KLLA0C05412g","KLLA0","original","","N1.HOG0005059","OG0004832"
"KLLA0C05456g","kl","KLLA0C05456g","KLLA0","original","",NA,NA
"KLLA0C05478g","kl","KLLA0C05478g","KLLA0","original","","N1.HOG0001033","OG0000796"
"KLLA0C05500g","kl","KLLA0C05500g","KLLA0","original","AME1","N1.HOG0004631","OG0004395"
"KLLA0C05522g","kl","KLLA0C05522g","KLLA0","original","NGR1","N1.HOG0000365","OG0000206"
"KLLA0C05544g","kl","KLLA0C05544g","KLLA0","original","MET8","N1.HOG0002854","OG0002614"
"KLLA0C05566g","kl","KLLA0C05566g","KLLA0","original","OLE1","N1.HOG0001978","OG0001738"
"KLLA0C05588g","kl","KLLA0C05588g","KLLA0","original","SDS24","N1.HOG0000919","OG0000684"
"KLLA0C05610g","kl","KLLA0C05610g","KLLA0","original","GEP7",NA,NA
"KLLA0C05632g","kl","KLLA0C05632g","KLLA0","original","RAD6","N1.HOG0001406","OG0001166"
"KLLA0C05654g","kl","KLLA0C05654g","KLLA0","original","PKP2","N1.HOG0004083","OG0003844"
"KLLA0C05676g","kl","KLLA0C05676g","KLLA0","original","HPC2","N1.HOG0003136","OG0002896"
"KLLA0C05698g","kl","KLLA0C05698g","KLLA0","original","YBP1","N1.HOG0000596","OG0000376"
"KLLA0C05720g","kl","KLLA0C05720g","KLLA0","original","ATG12","N1.HOG0001596","OG0001356"
"KLLA0C05742g","kl","KLLA0C05742g","KLLA0","original","DUO1","N1.HOG0004524","OG0004288"
"KLLA0C05764g","kl","KLLA0C05764g","KLLA0","original","PYC2","N1.HOG0000778","OG0000546"
"KLLA0C05786g","kl","KLLA0C05786g","KLLA0","original","SOH1","N1.HOG0001813","OG0001573"
"KLLA0C05852g","kl","KLLA0C05852g","KLLA0","original","","N1.HOG0003744","OG0003505"
"KLLA0C05874g","kl","KLLA0C05874g","KLLA0","original","HRD1","N1.HOG0000947","OG0000711"
"KLLA0C05896g","kl","KLLA0C05896g","KLLA0","original","","N1.HOG0004426","OG0004190"
"KLLA0C05918g","kl","KLLA0C05918g","KLLA0","original","HTZ1","N1.HOG0003401","OG0003161"
"KLLA0C05940g","kl","KLLA0C05940g","KLLA0","original","PLB1","N1.HOG0000136","OG0000077"
"KLLA0C05962g","kl","KLLA0C05962g","KLLA0","original","TAF4","N1.HOG0001501","OG0001261"
"KLLA0C05984g","kl","KLLA0C05984g","KLLA0","original","RCL1","N1.HOG0003546","OG0003304"
"KLLA0C06006g","kl","KLLA0C06006g","KLLA0","original","MVP1","N1.HOG0001626","OG0001386"
"KLLA0C06028g","kl","KLLA0C06028g","KLLA0","original","MDM12","N1.HOG0002175","OG0001935"
"KLLA0C06050g","kl","KLLA0C06050g","KLLA0","original","COQ10","N1.HOG0004006","OG0003767"
"KLLA0C06072g","kl","KLLA0C06072g","KLLA0","original","","N1.HOG0005154","OG0004927"
"KLLA0C06094g","kl","KLLA0C06094g","KLLA0","original","MIX17","N1.HOG0001553","OG0001313"
"KLLA0C06116g","kl","KLLA0C06116g","KLLA0","original","TOP1","N1.HOG0000925","OG0000690"
"KLLA0C06138g","kl","KLLA0C06138g","KLLA0","original","CDC5","N1.HOG0003347","OG0003107"
"KLLA0C06160g","kl","KLLA0C06160g","KLLA0","original","RPB11","N1.HOG0003259","OG0003019"
"KLLA0C06182g","kl","KLLA0C06182g","KLLA0","original","SIN3","N1.HOG0001333","OG0001092"
"KLLA0C06204g","kl","KLLA0C06204g","KLLA0","original","PFA4","N1.HOG0001995","OG0001755"
"KLLA0C06226g","kl","KLLA0C06226g","KLLA0","original","YKU70","N1.HOG0002274","OG0002034"
"KLLA0C06248g","kl","KLLA0C06248g","KLLA0","original","NGL3","N1.HOG0000619","OG0000399"
"KLLA0C06270g","kl","KLLA0C06270g","KLLA0","original","MRPL33","N1.HOG0002035","OG0001795"
"KLLA0C06292g","kl","KLLA0C06292g","KLLA0","original","YML119W","N1.HOG0004463","OG0004227"
"KLLA0C06314g","kl","KLLA0C06314g","KLLA0","original","","N1.HOG0002788","OG0002548"
"KLLA0C06336g","kl","KLLA0C06336g","KLLA0","original","NDI1","N1.HOG0004313","OG0004076"
"KLLA0C06358g","kl","KLLA0C06358g","KLLA0","original","GTR1","N1.HOG0002598","OG0002358"
"KLLA0C06380g","kl","KLLA0C06380g","KLLA0","original","PTH1","N1.HOG0003767","OG0003528"
"KLLA0C06446g","kl","KLLA0C06446g","KLLA0","original","PNO1","N1.HOG0002742","OG0002502"
"KLLA0C06468g","kl","KLLA0C06468g","KLLA0","original","MDM32","N1.HOG0003985","OG0003746"
"KLLA0C06490g","kl","KLLA0C06490g","KLLA0","original","SPP2","N1.HOG0003269","OG0003029"
"KLLA0C06512g","kl","KLLA0C06512g","KLLA0","original","SHE9","N1.HOG0001966","OG0001726"
"KLLA0C06534g","kl","KLLA0C06534g","KLLA0","original","","N1.HOG0001505","OG0001265"
"KLLA0C06567g","kl","KLLA0C06567g","KLLA0","original","SMP3","N1.HOG0003563","OG0003321"
"KLLA0C06589g","kl","KLLA0C06589g","KLLA0","original","SXM1","N1.HOG0003769","OG0003530"
"KLLA0C06611g","kl","KLLA0C06611g","KLLA0","original","NCB2","N1.HOG0001738","OG0001498"
"KLLA0C06633g","kl","KLLA0C06633g","KLLA0","original","UTP5","N1.HOG0003214","OG0002974"
"KLLA0C06655g","kl","KLLA0C06655g","KLLA0","original","HPT1","N1.HOG0000485","OG0000285"
"KLLA0C06677g","kl","KLLA0C06677g","KLLA0","original","","N1.HOG0000468","OG0000273"
"KLLA0C06699g","kl","KLLA0C06699g","KLLA0","original","","N1.HOG0000924","OG0000689"
"KLLA0C06721g","kl","KLLA0C06721g","KLLA0","original","URH1","N1.HOG0001674","OG0001434"
"KLLA0C06743g","kl","KLLA0C06743g","KLLA0","original","DIT2","N1.HOG0000021","OG0000013"
"KLLA0C06765g","kl","KLLA0C06765g","KLLA0","original","DIT1","N1.HOG0004002","OG0003763"
"KLLA0C06787g","kl","KLLA0C06787g","KLLA0","original","RPB7","N1.HOG0002669","OG0002429"
"KLLA0C06809g","kl","KLLA0C06809g","KLLA0","original","MRPL44","N1.HOG0002145","OG0001905"
"KLLA0C06842g","kl","KLLA0C06842g","KLLA0","original","RRP36","N1.HOG0003240","OG0003000"
"KLLA0C06864g","kl","KLLA0C06864g","KLLA0","original","RDL2","N1.HOG0000423","OG0000241"
"KLLA0C06886g","kl","KLLA0C06886g","KLLA0","original","RDL1","N1.HOG0000423","OG0000241"
"KLLA0C06908g","kl","KLLA0C06908g","KLLA0","original","YOR283W","N1.HOG0003733","OG0003494"
"KLLA0C06930g","kl","KLLA0C06930g","KLLA0","original","MRE11","N1.HOG0001481","OG0001241"
"KLLA0C06952g","kl","KLLA0C06952g","KLLA0","original","PLP2","N1.HOG0001832","OG0001592"
"KLLA0C06974g","kl","KLLA0C06974g","KLLA0","original","UBP8","N1.HOG0002465","OG0002225"
"KLLA0C06996g","kl","KLLA0C06996g","KLLA0","original","FSH2","N1.HOG0000529","OG0000317"
"KLLA0C07018g","kl","KLLA0C07018g","KLLA0","original","FSH3","N1.HOG0000529","OG0000317"
"KLLA0C07040g","kl","KLLA0C07040g","KLLA0","original","YMR221C","N1.HOG0000860","OG0000628"
"KLLA0C07062g","kl","KLLA0C07062g","KLLA0","original","RFM1","N1.HOG0004674","OG0004438"
"KLLA0C07084g","kl","KLLA0C07084g","KLLA0","original","ERG8","N1.HOG0001428","OG0001188"
"KLLA0C07106g","kl","KLLA0C07106g","KLLA0","original","ESC1","N1.HOG0005155","OG0004928"
"KLLA0C07128g","kl","KLLA0C07128g","KLLA0","original","TRS130","N1.HOG0001185","OG0000946"
"KLLA0C07150g","kl","KLLA0C07150g","KLLA0","original","HEM4","N1.HOG0002550","OG0002310"
"KLLA0C07172g","kl","KLLA0C07172g","KLLA0","original","GUA1","N1.HOG0002499","OG0002259"
"KLLA0C07194g","kl","KLLA0C07194g","KLLA0","original","","N1.HOG0004389","OG0004153"
"KLLA0C07216g","kl","KLLA0C07216g","KLLA0","original","SKY1",NA,NA
"KLLA0C07238g","kl","KLLA0C07238g","KLLA0","original","GAS3","N1.HOG0004324","OG0004087"
"KLLA0C07260g","kl","KLLA0C07260g","KLLA0","original","SCJ1","N1.HOG0002927","OG0002687"
"KLLA0C07282g","kl","KLLA0C07282g","KLLA0","original","CAF20","N1.HOG0003467","OG0003227"
"KLLA0C07304g","kl","KLLA0C07304g","KLLA0","original","CEF1","N1.HOG0002721","OG0002481"
"KLLA0C07326g","kl","KLLA0C07326g","KLLA0","original","EFR3","N1.HOG0001070","OG0000832"
"KLLA0C07348g","kl","KLLA0C07348g","KLLA0","original","RIM20","N1.HOG0001894","OG0001654"
"KLLA0C07359g","kl","KLLA0C07359g","KLLA0","original","MOD5","N1.HOG0003234","OG0002994"
"KLLA0C07381g","kl","KLLA0C07381g","KLLA0","original","DML1","N1.HOG0002272","OG0002032"
"KLLA0C07403g","kl","KLLA0C07403g","KLLA0","original","YMR209C","N1.HOG0003723","OG0003484"
"KLLA0C07425g","kl","KLLA0C07425g","KLLA0","original","YTM1","N1.HOG0001871","OG0001631"
"KLLA0C07447g","kl","KLLA0C07447g","KLLA0","original","FSF1","N1.HOG0002017","OG0001777"
"KLLA0C07469g","kl","KLLA0C07469g","KLLA0","original","ERG12","N1.HOG0003522","OG0003280"
"KLLA0C07491g","kl","KLLA0C07491g","KLLA0","original","VPH1","N1.HOG0000300","OG0000171"
"KLLA0C07513g","kl","KLLA0C07513g","KLLA0","original","PAC1","N1.HOG0003976","OG0003737"
"KLLA0C07535g","kl","KLLA0C07535g","KLLA0","original","HRK1","N1.HOG0000211","OG0000121"
"KLLA0C07557g","kl","KLLA0C07557g","KLLA0","original","PNT1","N1.HOG0003725","OG0003486"
"KLLA0C07579g","kl","KLLA0C07579g","KLLA0","original","AIM9","N1.HOG0001964","OG0001724"
"KLLA0C07601g","kl","KLLA0C07601g","KLLA0","original","","N1.HOG0003970","OG0003731"
"KLLA0C07623g","kl","KLLA0C07623g","KLLA0","original","HOP1","N1.HOG0000448","OG0000260"
"KLLA0C07645g","kl","KLLA0C07645g","KLLA0","original","ICP55","N1.HOG0000448","OG0000260"
"KLLA0C07667g","kl","KLLA0C07667g","KLLA0","original","PCI8","N1.HOG0004716","OG0004480"
"KLLA0C07689g","kl","KLLA0C07689g","KLLA0","original","YER077C","N1.HOG0003795","OG0003556"
"KLLA0C07711g","kl","KLLA0C07711g","KLLA0","original","MAM33","N1.HOG0001402","OG0001162"
"KLLA0C07733g","kl","KLLA0C07733g","KLLA0","original","PTP3","N1.HOG0000382","OG0000218"
"KLLA0C07755g","kl","KLLA0C07755g","KLLA0","original","RPS24A","N1.HOG0001182","OG0000943"
"KLLA0C07777g","kl","KLLA0C07777g","KLLA0","original","ALD5","N1.HOG0000025","OG0000015"
"KLLA0C07799g","kl","KLLA0C07799g","KLLA0","original","VTC1","N1.HOG0003841","OG0003602"
"KLLA0C07821g","kl","KLLA0C07821g","KLLA0","original","TDA2","N1.HOG0003981","OG0003742"
"KLLA0C07843g","kl","KLLA0C07843g","KLLA0","original","","N1.HOG0001510","OG0001270"
"KLLA0C07865g","kl","KLLA0C07865g","KLLA0","original","YIL067C","N1.HOG0001910","OG0001670"
"KLLA0C07887g","kl","KLLA0C07887g","KLLA0","original","RNR1","N1.HOG0000441","OG0000254"
"KLLA0C07909g","kl","KLLA0C07909g","KLLA0","original","FIS1","N1.HOG0003479","OG0003237"
"KLLA0C07931g","kl","KLLA0C07931g","KLLA0","original","EFM4","N1.HOG0003555","OG0003313"
"KLLA0C07953g","kl","KLLA0C07953g","KLLA0","original","YRB2","N1.HOG0002534","OG0002294"
"KLLA0C07975g","kl","KLLA0C07975g","KLLA0","original","ARC15","N1.HOG0001706","OG0001466"
"KLLA0C07997g","kl","KLLA0C07997g","KLLA0","original","ARG5,6","N1.HOG0001100","OG0000861"
"KLLA0C08019g","kl","KLLA0C08019g","KLLA0","original","SNP1","N1.HOG0002974","OG0002734"
"KLLA0C08041g","kl","KLLA0C08041g","KLLA0","original","MOT2","N1.HOG0001399","OG0001159"
"KLLA0C08063g","kl","KLLA0C08063g","KLLA0","original","RGI1","N1.HOG0000847","OG0000615"
"KLLA0C08107g","kl","KLLA0C08107g","KLLA0","original","ICL1","N1.HOG0002392","OG0002152"
"KLLA0C08151g","kl","KLLA0C08151g","KLLA0","original","VHR2","N1.HOG0000565","OG0000347"
"KLLA0C08173g","kl","KLLA0C08173g","KLLA0","original","YIL055C","N1.HOG0004715","OG0004479"
"KLLA0C08195g","kl","KLLA0C08195g","KLLA0","original","THO1","N1.HOG0003808","OG0003569"
"KLLA0C08217g","kl","KLLA0C08217g","KLLA0","original","","N1.HOG0000484","OG0000284"
"KLLA0C08239g","kl","KLLA0C08239g","KLLA0","original","CEM1","N1.HOG0002786","OG0002546"
"KLLA0C08261g","kl","KLLA0C08261g","KLLA0","original","DFG10","N1.HOG0001778","OG0001538"
"KLLA0C08283g","kl","KLLA0C08283g","KLLA0","original","","N1.HOG0000208","OG0000119"
